brand,model,model_year,milage,fuel_type,ext_col,int_col,accident,clean_title,price,engine_displacement_l,engine_cylinders,transmission_type
Alfa,Romeo Giulia Ti,2017,"56,910 mi.",Gasoline,Blue,Black,,,"$23,000",2.0,4.0,Other
Land,Rover Range Rover Sport HSE,2019,"65,019 mi.",Gasoline,Black,Beige,None reported,Yes,"$40,500",3.0,6.0,Automatic
Nissan,370Z Touring,2009,"133,409 mi.",Gasoline,Silver,Gray,At least 1 accident or damage reported,Yes,"$14,999",3.7,6.0,Manual
BMW,330 i xDrive,2018,"74,381 mi.",Gasoline,White,Brown,At least 1 accident or damage reported,Yes,"$22,995",2.0,4.0,Automatic
Porsche,Macan,2023,"2,925 mi.",Gasoline,Carrara White Metallic,Black,None reported,Yes,"$73,300",2.0,4.0,Automatic
BMW,128 i,2013,"67,874 mi.",Gasoline,Gray,Black,None reported,Yes,"$18,000",3.0,6.0,Automatic
Mercedes-Benz,AMG GLE 63 S Coupe 4MATIC,2018,"71,500 mi.",Gasoline,White,White,None reported,Yes,"$61,000",5.5,8.0,Automatic
Jeep,Wrangler Sport,2014,"71,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$22,000",3.6,6.0,Automatic
Ford,F-150 Raptor,2018,"64,517 mi.",Gasoline,Black,Black,None reported,Yes,"$47,995",3.5,6.0,Automatic
Dodge,Sprinter 2500 High Roof,2004,"55,000 mi.",Diesel,White,Gray,None reported,Yes,"$24,000",2.7,5.0,Automatic
BMW,M550 i xDrive,2019,"7,580 mi.",Gasoline,Black,Black,None reported,Yes,"$51,500",4.4,8.0,Other
Hyundai,Sonata GLS,2010,"135,000 mi.",Gasoline,Blue,Gray,None reported,Yes,"$3,999",2.4,4.0,Other
Honda,Accord EX-L,2019,"62,200 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$21,500",1.5,4.0,Automatic
Cadillac,CTS 3.6L Premium,2014,"69,001 mi.",Gasoline,Red,Black,None reported,Yes,"$19,500",3.6,6.0,Automatic
Toyota,4Runner Venture Special Edition,2021,"28,567 mi.",Gasoline,–,Black/Graphite,None reported,,"$44,775",4.0,,Automatic
Jaguar,XJ8 L,2006,"78,049 mi.",Gasoline,White,Beige,None reported,Yes,"$13,980",4.2,8.0,Automatic
Ford,F-150 Lariat,2021,"36,821 mi.",Gasoline,Agate Black Metallic,Black,,,"$49,273",3.5,6.0,Automatic
Chevrolet,Suburban High Country,2021,"23,292 mi.",Gasoline,Brown,Black,None reported,Yes,"$73,500",6.2,8.0,Automatic
Chevrolet,Suburban 1500 LTZ,2010,"162,671 mi.",E85 Flex Fuel,Black,Black,None reported,Yes,"$12,000",5.3,8.0,Automatic
Land,Rover LR2 HSE,2010,"100,472 mi.",Gasoline,Gray,Beige,None reported,Yes,"$9,975",3.2,6.0,Automatic
Subaru,WRX Limited,2017,"73,120 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$19,950",2.0,4.0,Other
Ford,Expedition Timberline,2022,"23,300 mi.",Gasoline,Green,Green,None reported,Yes,"$67,500",3.5,6.0,Automatic
Honda,Clarity Plug-In Hybrid Base,2018,"71,000 mi.",Plug-In Hybrid,Red,Beige,At least 1 accident or damage reported,Yes,"$17,500",1.5,4.0,Automatic
RAM,3500 Laramie,2022,"16,648 mi.",Diesel,Flame Red Clearcoat,Black,None reported,,"$70,999",6.7,6.0,Automatic
Chevrolet,Silverado 2500 LT,2011,"240,000 mi.",Diesel,White,Black,None reported,Yes,"$18,500",6.6,8.0,Automatic
Lexus,RX 450h Base,2013,"119,755 mi.",Hybrid,Silver,Black,None reported,Yes,"$19,500",3.5,6.0,Other
Mercedes-Benz,M-Class ML 350 4MATIC,2015,"88,000 mi.",E85 Flex Fuel,Silver,Gray,None reported,Yes,"$19,500",3.5,6.0,Automatic
BMW,X5 xDrive40i,2021,"41,000 mi.",Hybrid,White,Black,None reported,Yes,"$50,000",3.0,6.0,Automatic
Chevrolet,Camaro 2SS,2022,"7,458 mi.",Gasoline,Red,Black,None reported,Yes,"$47,500",6.2,8.0,Manual
Jeep,Gladiator Sport S,2022,"23,000 mi.",Gasoline,Green,Black,None reported,Yes,"$43,000",3.6,6.0,Automatic
Land,Rover Discovery LSE,1998,"149,437 mi.",Gasoline,Green,Beige,None reported,Yes,"$9,995",4.0,8.0,Automatic
Ford,F-250 XLT,2017,"244,000 mi.",Diesel,Red,Beige,None reported,Yes,"$35,500",6.7,8.0,Automatic
RAM,1500 Rebel,2019,"46,000 mi.",Hybrid,White,–,None reported,Yes,"$37,900",3.6,6.0,Automatic
Audi,Q5 S line Premium Plus,2022,"13,133 mi.",Hybrid,Silver,Black,None reported,,"$42,998",2.0,,Automatic
RAM,1500 SLT,2017,"45,000 mi.",Gasoline,Black,Gray,None reported,Yes,"$29,999",5.7,8.0,Automatic
Mazda,CX-30 Premium Package,2021,"18,385 mi.",Gasoline,Soul Red Crystal Metallic,White / Brown,None reported,Yes,"$29,255",2.5,4.0,Automatic
BMW,840 Gran Coupe i xDrive,2020,"25,793 mi.",Gasoline,Black Sapphire Metallic,Black,None reported,,"$52,999",3.0,6.0,Automatic
Porsche,Boxster S,2005,"44,400 mi.",Gasoline,Silver,Black,None reported,Yes,"$29,800",3.2,6.0,Manual
Chevrolet,Malibu Limited LT,2016,"104,000 mi.",Gasoline,Silver,Gray,None reported,Yes,"$10,500",2.5,4.0,Automatic
Cadillac,Escalade Premium Luxury,2023,600 mi.,Gasoline,Black,Black,None reported,Yes,"$103,000",6.2,8.0,Automatic
MINI,Cooper S Base,2007,"45,000 mi.",Gasoline,Yellow,Black,None reported,Yes,"$7,900",1.6,4.0,Manual
Jeep,Gladiator Mojave,2022,"24,500 mi.",Gasoline,Blue,Black,None reported,Yes,"$64,000",3.6,6.0,Automatic
Buick,Encore GX Essence,2020,"35,569 mi.",Gasoline,Satin Steel Metallic,Ebony,None reported,,"$21,999",1.3,3.0,Automatic
Toyota,Highlander XLE,2020,"35,000 mi.",Gasoline,Silver,Black,None reported,Yes,"$36,999",3.5,6.0,Automatic
Acura,MDX Touring,2003,"165,000 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$4,000",3.5,6.0,Automatic
Land,Rover Range Rover Sport SE MHEV,2021,"15,000 mi.",Hybrid,Black,Black,None reported,Yes,"$69,000",3.0,6.0,Automatic
BMW,535 i xDrive,2014,"119,750 mi.",Gasoline,White,Beige,None reported,Yes,"$15,499",3.0,6.0,Automatic
Nissan,350Z Touring,2007,"90,000 mi.",Gasoline,White,Green,At least 1 accident or damage reported,Yes,"$12,000",3.5,6.0,Manual
Ford,Transit Connect XLT,2015,"112,000 mi.",Gasoline,White,Black,At least 1 accident or damage reported,Yes,"$14,500",2.5,4.0,Automatic
Mercedes-Benz,SL-Class SL550 Roadster,2008,"150,000 mi.",Gasoline,Black,Beige,None reported,Yes,"$16,800",5.5,8.0,Automatic
Porsche,911 Turbo S,2021,"1,912 mi.",Gasoline,Silver,Black,None reported,Yes,"$240,000",3.8,6.0,Automatic
Hyundai,Sonata Sport 2.0T,2015,"82,900 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$13,995",2.0,4.0,Automatic
Audi,TT 1.8T,2004,"79,500 mi.",Gasoline,Silver,Black,None reported,Yes,"$12,000",1.8,4.0,Automatic
Volvo,XC90 T6 Inscription,2019,"60,000 mi.",Gasoline,White,Black,None reported,Yes,"$37,000",2.0,4.0,Automatic
RAM,1500 Big Horn,2021,"41,800 mi.",Diesel,White,Black,None reported,Yes,"$44,900",3.0,6.0,Automatic
Chevrolet,Tahoe LT,2021,"71,536 mi.",Gasoline,Black,Jet Black,None reported,Yes,"$49,685",5.3,8.0,Automatic
Ford,Explorer XLT,2014,"127,558 mi.",Gasoline,Green,Charcoal Black,None reported,Yes,"$13,715",3.5,6.0,Automatic
Ford,Mustang Mach-E Premium,2023,"13,232 mi.",,Gray,Black,None reported,Yes,"$45,000",,,Automatic
Chevrolet,Camaro 1SS,2017,"39,000 mi.",Gasoline,Yellow,Black,None reported,Yes,"$31,500",6.2,8.0,Automatic
Ford,Bronco Big Bend Advanced,2023,"11,500 mi.",Gasoline,Gray,Black,None reported,Yes,"$54,490",2.7,6.0,Automatic
Chrysler,Pacifica Launch Edition,2020,"22,200 mi.",Gasoline,Black,Black,None reported,Yes,"$36,800",3.6,6.0,Automatic
Tesla,Model Y Long Range,2023,"7,414 mi.",,Black,White,None reported,Yes,"$56,515",,,Automatic
Lamborghini,Huracan LP580-2,2017,"14,586 mi.",Gasoline,Blue Caelum,Nero Ade,None reported,,"$209,991",5.2,,Automatic
RAM,1500 Rebel,2021,"32,000 mi.",Hybrid,White,Black,None reported,Yes,"$50,927",5.7,8.0,Automatic
Toyota,86 Base,2020,"14,700 mi.",Gasoline,White,Black,None reported,Yes,"$27,350",2.0,4.0,Automatic
BMW,X5 xDrive50i,2016,"79,995 mi.",Gasoline,Black,Black,None reported,Yes,"$23,995",4.4,8.0,Other
GMC,Yukon Denali,2018,"76,000 mi.",Gasoline,Black,Black,None reported,Yes,"$44,500",6.2,8.0,Automatic
Honda,Accord EX-L,2014,"62,000 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$18,987",2.4,4.0,Other
Maserati,Ghibli S Q4,2017,"53,500 mi.",Gasoline,Gray,Black,None reported,Yes,"$28,700",3.0,6.0,Automatic
Hyundai,Kona EV SEL,2022,"9,400 mi.",,Red,Black,None reported,Yes,"$31,999",,,Automatic
BMW,435 i,2014,"86,500 mi.",Gasoline,Silver,Black,None reported,Yes,"$20,900",3.0,6.0,Automatic
Mercedes-Benz,GL-Class GL 450,2011,"148,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$9,900",4.7,8.0,Automatic
GMC,Sierra 1500 SLE,2014,"100,080 mi.",E85 Flex Fuel,White,Gray,None reported,Yes,"$22,989",4.3,6.0,Automatic
Dodge,Challenger SRT Demon,2018,"2,620 mi.",Gasoline,Black,Black,,,"$155,700",6.2,8.0,Automatic
BMW,X5 PHEV xDrive45e,2023,"3,099 mi.",Plug-In Hybrid,Black,Black,None reported,Yes,"$74,995",3.0,6.0,Automatic
Dodge,Durango R/T,2020,"78,000 mi.",Gasoline,Black,Red,At least 1 accident or damage reported,Yes,"$29,500",5.7,8.0,Automatic
Ferrari,488 Spider Base,2019,"9,005 mi.",Gasoline,White,–,None reported,,"$319,900",3.9,8.0,Automatic
Ford,Bronco Sport Big Bend,2022,"16,700 mi.",Gasoline,Blue,Black,None reported,Yes,"$31,000",1.5,3.0,Automatic
Honda,Civic LX,2015,"51,300 mi.",Gasoline,Black,Black,None reported,Yes,"$17,500",1.8,4.0,Manual
Ford,Shelby GT350 Base,2018,"8,237 mi.",Gasoline,Gray,Black,None reported,Yes,"$62,900",5.2,8.0,Manual
Volkswagen,Jetta S,2010,"99,000 mi.",Gasoline,Gray,Black,At least 1 accident or damage reported,Yes,"$6,000",2.5,5.0,Automatic
Mazda,CX-5 Grand Touring,2021,"62,377 mi.",Gasoline,Jet Black Mica,Black,None reported,Yes,"$26,288",2.5,4.0,Automatic
Jeep,Wrangler Rubicon,2009,"130,000 mi.",Gasoline,Black,Gray,None reported,Yes,"$15,500",3.8,6.0,Manual
Ford,F-250 XLT,2016,"94,300 mi.",E85 Flex Fuel,Silver,Gray,At least 1 accident or damage reported,Yes,"$28,999",6.2,8.0,Automatic
Tesla,Model Y Performance,2022,"24,115 mi.",,Gray,White,None reported,Yes,"$46,500",,,Automatic
BMW,528 i,2016,"82,000 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$16,995",2.0,4.0,Automatic
Kia,Rio S,2021,"67,686 mi.",Gasoline,Silver,Black,None reported,Yes,"$15,700",1.6,4.0,Automatic
Tesla,Model S 85,2014,"96,800 mi.",,Blue,Black,None reported,Yes,"$28,450",,,Automatic
Jeep,Wrangler Sport,1997,"131,000 mi.",Gasoline,Green,Gray,At least 1 accident or damage reported,Yes,"$5,500",4.0,6.0,Manual
Tesla,Model 3 Standard Range,2020,"23,097 mi.",,Black,Black,None reported,Yes,"$29,900",,,Automatic
Ferrari,GTC4Lusso T,2018,"31,000 mi.",Gasoline,White,Red,None reported,Yes,"$197,499",3.9,8.0,Automatic
BMW,X5 M50i,2021,"28,898 mi.",Gasoline,Black,Orange,None reported,Yes,"$71,000",4.4,8.0,Automatic
Mazda,MX-5 Miata RF Club,2022,"7,250 mi.",Gasoline,Gray,Black,None reported,Yes,"$35,619",2.0,4.0,Manual
Ford,F-250 XLT,2014,"59,459 mi.",Diesel,Black,Silver,At least 1 accident or damage reported,Yes,"$40,999",6.7,8.0,Automatic
Jeep,Wrangler Sahara,2012,"78,000 mi.",Gasoline,Beige,Black,At least 1 accident or damage reported,Yes,"$22,000",3.6,6.0,Automatic
RAM,1500 Laramie,2021,"24,213 mi.",Gasoline,White,Black,None reported,Yes,"$46,500",5.7,8.0,Automatic
RAM,1500 Laramie,2020,"21,165 mi.",Gasoline,Bright White Clearcoat,Black,None reported,,"$46,105",5.7,8.0,Automatic
GMC,Yukon Denali,2016,"107,750 mi.",Gasoline,Black,Black,None reported,Yes,"$35,500",6.2,8.0,Automatic
Ford,F-150 Lariat,2016,"117,000 mi.",Gasoline,White,Black,None reported,Yes,"$26,500",3.5,6.0,Automatic
Chevrolet,Corvette Base,2006,"39,132 mi.",Gasoline,Red,Beige,None reported,Yes,"$35,000",6.0,8.0,Other
BMW,Z4 2.5i,2004,"94,500 mi.",Gasoline,Gray,Black,None reported,Yes,"$9,000",2.5,6.0,Manual
Subaru,Crosstrek 2.0i Premium,2017,"50,011 mi.",Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,"$21,495",2.0,4.0,Automatic
Lexus,GX 470 Base,2004,"215,000 mi.",Gasoline,White,Beige,At least 1 accident or damage reported,Yes,"$7,350",4.7,8.0,Automatic
RAM,1500 Laramie,2022,"16,616 mi.",Gasoline,Diamond Black,Black,None reported,,"$45,999",5.7,8.0,Automatic
Ford,F-150 XLT,2022,"33,818 mi.",Gasoline,Agate Black Metallic,Black,None reported,Yes,"$46,552",5.0,8.0,Automatic
Jeep,Wagoneer Series III,2022,"9,099 mi.",Gasoline,Velvet Red Pearlcoat,Global Black,None reported,Yes,"$68,362",5.7,8.0,Automatic
Volkswagen,GTI Base,2008,"95,798 mi.",Gasoline,White,Black,None reported,Yes,"$9,850",2.0,4.0,Manual
Mercedes-Benz,AMG GLE AMG GLE 63 S-Model 4MATIC,2016,"35,943 mi.",Gasoline,Black,White,None reported,Yes,"$51,700",5.5,8.0,Automatic
Mazda,Mazda6 iSport VE,2008,"106,000 mi.",Gasoline,Black,Beige,None reported,Yes,"$4,300",2.3,4.0,Automatic
Kia,Telluride EX X-Line,2023,"10,400 mi.",Gasoline,Green,Green,None reported,Yes,"$48,000",3.8,6.0,Automatic
Chevrolet,Tahoe LT,2022,"2,894 mi.",Gasoline,Blue,Beige,None reported,Yes,"$63,900",5.3,8.0,Automatic
Dodge,Durango GT,2022,"15,592 mi.",Gasoline,DB Black Clearcoat,Black,None reported,Yes,"$39,985",3.6,6.0,Automatic
Mercedes-Benz,AMG C 63 Base,2020,"33,548 mi.",Gasoline,Silver,Black,None reported,Yes,"$57,999",4.0,8.0,Automatic
BMW,320 i xDrive,2016,"185,000 mi.",Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,"$7,500",2.0,4.0,Automatic
Porsche,Macan GTS,2023,"6,483 mi.",Gasoline,Chalk,Black,None reported,,"$96,900",2.9,6.0,Automatic
Honda,Pilot EX-L,2020,"28,886 mi.",Gasoline,Gray,Gray,,,"$35,645",3.5,6.0,Automatic
Mercedes-Benz,GLE 350 Base,2020,"26,293 mi.",Gasoline,designo Diamond White Bright,Macchiato/Magmagrey,None reported,,"$49,998",2.0,,Automatic
Chevrolet,Camaro 2SS,2017,"62,000 mi.",Gasoline,Blue,Black,None reported,Yes,"$34,500",6.2,8.0,Other
Jaguar,XF 35t Prestige,2017,"101,453 mi.",Gasoline,White,Beige,At least 1 accident or damage reported,Yes,"$18,500",3.0,6.0,Automatic
RAM,3500 Laramie,2013,"106,385 mi.",Diesel,White,Black,At least 1 accident or damage reported,Yes,"$42,900",6.7,6.0,Automatic
BMW,335 is,2012,"86,629 mi.",Gasoline,White,Red,None reported,Yes,"$20,995",3.0,6.0,Automatic
Audi,S6 4.0T Premium Plus,2018,"61,258 mi.",Gasoline,White,Black,None reported,Yes,"$49,999",4.0,8.0,Automatic
Chrysler,300 S,2014,"121,500 mi.",Gasoline,Blue,Black,None reported,Yes,"$15,999",5.7,8.0,Automatic
GMC,Sierra 1500 AT4,2022,100 mi.,Diesel,White,Black,None reported,Yes,"$62,499",3.0,6.0,Automatic
Chrysler,200 C,2015,"170,000 mi.",E85 Flex Fuel,Silver,Black,At least 1 accident or damage reported,Yes,"$5,995",3.6,6.0,Automatic
Ford,F-150 XLT SuperCab,2010,"232,000 mi.",Gasoline,Blue,Gray,None reported,Yes,"$3,000",4.6,8.0,Automatic
MINI,Cooper S Base,2006,"95,000 mi.",Gasoline,Gray,–,None reported,Yes,"$12,500",1.6,4.0,Manual
Toyota,Venza XLE,2013,"103,466 mi.",Gasoline,White,Gray,At least 1 accident or damage reported,Yes,"$14,200",3.5,6.0,Automatic
Toyota,Camry Hybrid Base,2011,"133,121 mi.",Hybrid,White,White,At least 1 accident or damage reported,Yes,"$7,900",2.4,4.0,Automatic
Chevrolet,Tahoe LT,2012,"162,731 mi.",E85 Flex Fuel,Brown,Gray,None reported,Yes,"$14,500",5.3,8.0,Automatic
Mercedes-Benz,CLS-Class CLS 63 AMG S-Model 4MATIC,2014,"64,500 mi.",Gasoline,Silver,Black,,,"$37,500",5.5,8.0,Automatic
Ford,Shelby GT500 Base,2021,568 mi.,Gasoline,Orange,Black,None reported,Yes,"$90,788",5.2,8.0,Automatic
Lexus,RX 300 4WD,1999,"249,083 mi.",Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,"$3,500",3.0,6.0,Automatic
Porsche,Macan S,2015,"80,300 mi.",Gasoline,Gray,Beige,None reported,Yes,"$23,999",3.0,6.0,Automatic
Ford,F-150 XLT SuperCab,2004,"187,000 mi.",Gasoline,Beige,Beige,None reported,Yes,"$6,299",5.4,8.0,Automatic
Subaru,Outback 2.5 i Special Edition,2009,"181,870 mi.",Gasoline,Black,Black,None reported,Yes,"$6,500",2.5,4.0,Automatic
GMC,Sierra 2500 AT4,2022,"22,600 mi.",Diesel,Ebony Twilight Metallic,Jet Black,,,"$76,740",6.6,8.0,Automatic
BMW,X5 xDrive40i,2020,"37,000 mi.",Gasoline,Black,Black,At least 1 accident or damage reported,Yes,"$50,000",3.0,6.0,Automatic
Porsche,Taycan Base,2022,"9,728 mi.",,White,Beige,None reported,Yes,"$89,000",,,Automatic
Lexus,GX 470 Base,2006,"152,000 mi.",Gasoline,Blue,Gray,At least 1 accident or damage reported,Yes,"$13,995",4.7,8.0,Automatic
Ford,F-150 Heritage XL SuperCab Flareside,2004,"60,260 mi.",Gasoline,Blue,Gray,At least 1 accident or damage reported,Yes,"$30,500",5.4,8.0,Automatic
Mazda,MazdaSpeed Miata MX-5 Base,2004,"33,362 mi.",Gasoline,Silver,Black,At least 1 accident or damage reported,Yes,"$17,599",1.8,4.0,Manual
GMC,Acadia Denali,2021,"47,907 mi.",Gasoline,Ebony Twilight Metallic,Jet Black,None reported,Yes,"$38,436",3.6,6.0,Automatic
Mercedes-Benz,Metris Base,2016,"17,340 mi.",Gasoline,White,Black,None reported,Yes,"$29,000",2.0,4.0,Automatic
Cadillac,DeVille Base,1994,"85,000 mi.",–,White,Blue,None reported,Yes,"$7,900",,,Automatic
Ford,Expedition EL XLT,2011,"195,500 mi.",E85 Flex Fuel,White,Beige,None reported,Yes,"$8,999",5.4,8.0,Automatic
Chevrolet,Monte Carlo SS,2000,"74,000 mi.",Gasoline,Red,–,None reported,Yes,"$4,700",3.8,6.0,Automatic
RAM,1500 Big Horn,2015,"140,500 mi.",Gasoline,Red,Gray,At least 1 accident or damage reported,Yes,"$14,000",5.7,8.0,Automatic
Jeep,Commander Base,2006,"212,500 mi.",Gasoline,Black,Gray,None reported,Yes,"$6,500",3.7,6.0,Automatic
Lexus,IS-F Base,2010,"77,400 mi.",Gasoline,White,Red,At least 1 accident or damage reported,Yes,"$34,500",5.0,8.0,Automatic
Ford,Utility Police Interceptor Base,2017,"118,000 mi.",Gasoline,Black,Black,None reported,Yes,"$15,000",3.5,6.0,Automatic
Porsche,Carrera GT Base,2005,"4,400 mi.",Gasoline,Gray,Black,None reported,Yes,"$1,599,000",5.7,10.0,Manual
Cadillac,Escalade ESV Luxury,2016,"146,200 mi.",Gasoline,White,Beige,None reported,Yes,"$24,500",6.2,8.0,Automatic
Tesla,Model Y Performance,2020,"39,000 mi.",,Silver,Black,None reported,Yes,"$43,000",,,Automatic
Chevrolet,Avalanche 1500 LS,2005,"130,000 mi.",E85 Flex Fuel,Red,Gray,None reported,Yes,"$7,200",5.3,8.0,Automatic
Ford,F-150 Lariat,2021,"33,080 mi.",Gasoline,White,Black,None reported,Yes,"$47,850",2.7,6.0,Automatic
Mercedes-Benz,GLB 250 Base 4MATIC,2023,"1,219 mi.",Gasoline,Midnight Black,Classic Red,None reported,,"$46,479",2.0,4.0,Automatic
Jeep,Wrangler Sport,2016,"41,000 mi.",Gasoline,White,Black,None reported,Yes,"$25,000",3.6,6.0,Automatic
Nissan,350Z Touring,2004,"110,897 mi.",Gasoline,Black,Orange,At least 1 accident or damage reported,Yes,"$11,500",3.5,6.0,Manual
Chevrolet,Corvette Z06,2016,"49,000 mi.",Gasoline,Orange,–,None reported,Yes,"$75,000",6.2,8.0,Manual
Pontiac,Solstice GXP,2007,"47,000 mi.",Gasoline,Black,Black,None reported,Yes,"$13,300",2.0,4.0,Manual
Hyundai,Sonata SE,2018,"57,690 mi.",Gasoline,Gray,Gray,At least 1 accident or damage reported,Yes,"$15,900",2.4,4.0,Automatic
Mercedes-Benz,SLS AMG Base,2012,"17,941 mi.",Gasoline,Iridium Silver Metallic,Red,None reported,Yes,"$226,000",6.2,8.0,Automatic
Lincoln,Navigator Reserve,2018,"54,000 mi.",Gasoline,Brown,Orange,At least 1 accident or damage reported,Yes,"$46,500",3.5,6.0,Automatic
Nissan,Maxima SL,2007,"101,600 mi.",Gasoline,Silver,Black,None reported,Yes,"$6,700",3.5,6.0,Automatic
Ford,Ranger XLT,2021,"89,000 mi.",Gasoline,Black,Black,None reported,Yes,"$34,000",2.3,4.0,Automatic
Tesla,Model 3 Long Range,2021,"18,000 mi.",,Black,Black,None reported,Yes,"$42,500",,,Automatic
Jaguar,XE 35t Premium,2017,"55,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$25,000",3.0,6.0,Automatic
Lincoln,MKZ Reserve,2017,"71,964 mi.",Gasoline,Blue,Black,None reported,Yes,"$18,750",2.0,4.0,Automatic
Cadillac,Escalade ESV Platinum,2020,"92,000 mi.",Gasoline,Black,Black,None reported,Yes,"$50,000",6.2,8.0,Automatic
Ford,Fusion SE,2012,"160,000 mi.",E85 Flex Fuel,Gray,Black,None reported,Yes,"$4,500",3.0,6.0,Automatic
Mercedes-Benz,E-Class E 350,2012,"95,816 mi.",Gasoline,White,Beige,None reported,Yes,"$12,000",3.5,6.0,Automatic
Jeep,Wrangler Unlimited Sport,2014,"132,600 mi.",Gasoline,White,–,At least 1 accident or damage reported,Yes,"$17,000",3.6,6.0,Automatic
Cadillac,DeVille Base,1994,"47,000 mi.",–,White,Blue,None reported,Yes,"$5,990",,,Automatic
Jeep,Wrangler Sport,2010,"149,460 mi.",Gasoline,Black,Black,None reported,Yes,"$10,700",3.8,6.0,Automatic
Jeep,Wrangler Sport,2011,"109,646 mi.",Gasoline,Mango Tango Pearlcoat,Black,None reported,,"$16,998",3.8,6.0,Automatic
Acura,MDX 3.5L w/Technology Package,2019,"90,605 mi.",Gasoline,White,Parchment,None reported,,"$27,698",3.5,,Automatic
Volkswagen,Jetta 1.4T S,2019,"59,000 mi.",Gasoline,Gray,Black,None reported,Yes,"$17,000",1.4,4.0,Automatic
Chevrolet,Camaro Z28,2002,"48,000 mi.",Gasoline,White,Black,None reported,Yes,"$21,999",5.7,8.0,Automatic
Chevrolet,Corvette Z06,2016,"41,500 mi.",Gasoline,White,Black,None reported,Yes,"$66,000",6.2,8.0,Manual
Porsche,Cayman R,2012,"54,000 mi.",Gasoline,Black,Gray,None reported,Yes,"$75,000",3.4,6.0,Automatic
Porsche,Cayenne Base,2018,"70,455 mi.",Gasoline,White,Black,None reported,Yes,"$45,855",3.6,6.0,Automatic
Subaru,Crosstrek 2.0i Limited,2018,"84,054 mi.",Gasoline,Gray,Black,None reported,Yes,"$21,499",2.0,4.0,Other
BMW,750 Li,2007,"114,528 mi.",Gasoline,Black,Black,None reported,Yes,"$9,000",4.8,8.0,Automatic
Jeep,Wrangler Sahara,2013,"111,850 mi.",Gasoline,Red,Black,At least 1 accident or damage reported,Yes,"$26,500",3.6,6.0,Automatic
GMC,Sierra 2500 AT4,2020,"52,673 mi.",Diesel,Black,Beige,None reported,Yes,"$69,500",6.6,8.0,Automatic
BMW,X3 M AWD,2021,"31,500 mi.",Gasoline,Black,Black,None reported,Yes,"$54,500",3.0,6.0,Automatic
BMW,335 i,2011,"73,000 mi.",Gasoline,Red,Beige,None reported,Yes,"$16,000",3.0,6.0,Other
Jeep,Wrangler Unlimited Sahara,2019,"59,692 mi.",Gasoline,Gray,Black,None reported,Yes,"$35,900",3.6,6.0,Automatic
Toyota,Corolla S Plus,2016,"68,364 mi.",Gasoline,White,Black,None reported,Yes,"$16,000",1.8,4.0,Other
Land,Rover Discovery HSE LUXURY,2017,"47,200 mi.",Gasoline,Black,Beige,At least 1 accident or damage reported,Yes,"$29,000",3.0,6.0,Automatic
Mercedes-Benz,E-Class E 450 4MATIC,2021,"18,000 mi.",Hybrid,Gray,Black,At least 1 accident or damage reported,Yes,"$62,000",3.0,6.0,Automatic
Ford,Fusion Hybrid Base,2012,"158,366 mi.",Hybrid,Gray,Black,At least 1 accident or damage reported,Yes,"$8,250",2.5,4.0,Automatic
BMW,X1 xDrive 28i,2017,"49,700 mi.",Gasoline,Blue,Black,None reported,Yes,"$26,000",2.0,4.0,Automatic
GMC,Terrain SLE,2010,"81,500 mi.",Gasoline,Brown,Gray,None reported,Yes,"$12,250",2.4,4.0,Automatic
BMW,i3 120Ah w/Range Extender,2019,"16,975 mi.",,Black,Black,None reported,Yes,"$26,990",65.0,,Automatic
Porsche,911 GT3,2018,"5,989 mi.",Gasoline,GT SILVER,BLACK,None reported,,"$209,000",4.0,,Manual
Ford,Mustang SVT Cobra,2003,"16,100 mi.",Gasoline,Red,Beige,None reported,Yes,"$35,500",4.6,8.0,Manual
Land,Rover Range Rover Supercharged LWB,2020,"54,225 mi.",Gasoline,White,White,None reported,Yes,"$67,500",5.0,8.0,Automatic
RAM,2500 Big Horn,2016,"89,500 mi.",Gasoline,Black,Gray,None reported,Yes,"$35,000",6.4,8.0,Automatic
Ford,E250 Cargo,2013,"87,501 mi.",E85 Flex Fuel,White,Gray,At least 1 accident or damage reported,Yes,"$17,777",4.6,8.0,Automatic
MINI,Countryman Cooper S ALL4,2018,"12,370 mi.",Gasoline,Blue,Black,None reported,Yes,"$28,900",2.0,4.0,Automatic
RAM,1500 Classic Tradesman,2019,"12,466 mi.",Gasoline,Gray,Gray,None reported,Yes,"$28,995",5.7,8.0,Automatic
Volvo,C70 T5,2011,"199,000 mi.",Gasoline,Red,Beige,At least 1 accident or damage reported,Yes,"$5,500",2.5,5.0,Other
